date,time(local time),altitude (m),longitude,latitude,tilt (deg),roll (deg),compass (deg),gyro-x (deg/s),gyro-y (deg/sec),gyro-z (deg/s),pressure (hPa),speed (m/s),acceleration (m/s)
21/11/2018,57:30.0,59.1000061,-75.69666917,45.38395448,-0.2142,-3.4293,101.489,33.391304,-3.130435,-5.634783,988.2891,0.0463,-0.036011
21/11/2018,57:38.0,59.19999695,-75.69666917,45.38396211,1.8087,-2.94,101.3099,29.913044,5.565217,-16.347826,988.2971,0.010289,0.005144
21/11/2018,57:46.0,58.8999939,-75.69666917,45.38396211,1.7008,-3.1902,101.1292,34.365219,0.765217,-10.504348,988.307,0,0
21/11/2018,57:54.0,59.1000061,-75.69667679,45.38396211,1.8404,-1.4314,101.5346,22.747826,-17.391304,1.321739,988.2882,0.010289,0.005144
21/11/2018,58:02.0,59.1000061,-75.69667679,45.38396211,0,-4.2679,101.4437,6.53913,-3.408696,-3.826087,988.3292,0.005144,0
21/11/2018,58:10.0,59.1000061,-75.69667679,45.38396211,3.3303,-4.4423,101.489,25.6,1.6,0.417391,988.3145,0.005144,0.005144
21/11/2018,58:18.0,59.1000061,-75.69667679,45.38396211,1.9005,-2.3231,101.5346,23.791304,-5.913043,-17.391304,988.3337,0,0
21/11/2018,58:26.0,59.1000061,-75.69667679,45.38396211,0.671,-2.0133,101.6206,20.313044,0.278261,-1.252174,988.3196,0.005144,0
21/11/2018,58:34.0,59.1000061,-75.69667679,45.38396211,2.0516,-2.5078,101.8058,19.408695,-16.904348,-9.947826,988.2894,0.005144,0.005144
21/11/2018,58:42.0,59.1000061,-75.69667679,45.38396211,2.2003,-2.6406,101.3542,29.495651,2.852174,-22.121738,988.3307,0.005144,0
21/11/2018,58:50.0,59.1000061,-75.69667679,45.38396211,0,-4.4148,101.3542,32.556522,-9.182609,-6.886957,988.3776,0.005144,0.005144
21/11/2018,58:58.0,59.1000061,-75.69667679,45.38396211,-0.2216,-3.5487,101.266,21.565218,-1.182609,-16.486956,989.305,0.005144,0
21/11/2018,59:06.0,59.1000061,-75.69667679,45.38396211,1.9996,-4.4471,101.8058,14.121739,1.113043,-11.478261,989.304,0.005144,0
21/11/2018,59:14.0,59.1000061,-75.69667679,45.38396211,2.6064,-3.9112,101.5301,32.695652,-1.6,0,989.89,0.005144,0.005144
21/11/2018,59:22.0,59.1000061,-75.69667679,45.38396211,1.8869,-2.0967,101.75,20.452173,-1.252174,-33.18261,989.183,0,0
21/11/2018,59:30.0,59,-75.69666917,45.38396211,-0.216,-5.6246,100.568,0,-11.756522,-6.817391,989.567,0.005144,0
21/11/2018,59:38.0,59,-75.69666917,45.38396211,0.4318,-3.024,101.6145,4.591304,-15.095653,-22.956522,989.581,0,0
21/11/2018,59:46.0,59,-75.69666917,45.38396211,0,-5.4923,101.7959,5.217391,0.208696,-6.886957,989.1608,0.005144,0
21/11/2018,59:54.0,59,-75.69666917,45.38396211,2.6506,-5.5287,101.441,21.495651,-15.234782,2.086957,989.1102,0,-0.005144
21/11/2018,00:02.0,59,-75.69666917,45.38396211,2.4306,-4.0531,101.9695,30.469564,0.695652,-25.669565,989.1414,0,0
21/11/2018,00:10.0,58.8999939,-75.69666917,45.38396211,3.0828,-5.968,101.9232,25.947826,-5.843478,7.513043,989.1573,0,-0.005144
21/11/2018,00:18.0,58.8999939,-75.69666917,45.38396211,0.852,-4.9046,101.7863,9.043478,2.156522,-21.565218,989.174,0.005144,0
21/11/2018,00:26.0,58.8999939,-75.69666917,45.38396211,3.7797,-2.8895,101.9695,24.208696,10.156522,-6.747826,989.187,0.005144,0
21/11/2018,00:34.0,58.80000305,-75.69666917,45.38396211,2.6309,-1.9729,101.5258,24.208696,3.408696,-13.426087,989.129,0,0
21/11/2018,00:42.0,58.80000305,-75.69666917,45.38396211,2.4301,-2.2091,102.0483,19.547827,-8,-13.913043,989.1476,0,-0.005144
21/11/2018,00:50.0,58.80000305,-75.69666917,45.38396211,2.4981,-5.0011,101.5258,26.226088,-15.791305,-14.121739,989.1923,0,-0.005144
21/11/2018,00:58.0,58.69999695,-75.69666917,45.38396211,1.5462,-2.8724,101.9112,6.956522,-2.782609,-6.191304,989.1954,0.005144,-0.005144
21/11/2018,01:06.0,58.69999695,-75.69666917,45.38396211,1.6571,-3.5232,101.7331,22.747826,-9.321739,-7.513043,989.2478,0.005144,0.005144
21/11/2018,01:14.0,58.69999695,-75.69666917,45.38396211,2.4301,-2.2091,101.6968,30.81739,-17.043478,-7.791304,989.2589,0.005144,0
21/11/2018,01:22.0,58.6000061,-75.69666917,45.38396211,-1.5164,-3.2508,102.0483,21.356522,-12.452174,-4.93913,989.2412,0,0
21/11/2018,01:30.0,58.6000061,-75.69666917,45.38396211,2.3804,-3.8971,101.7414,1.669565,-10.713043,-17.113043,989.2621,0.005144,0
21/11/2018,01:38.0,58.5,-75.69666917,45.38396211,2.5693,-3.2122,102.1253,44.452175,-17.73913,-10.086957,989.2615,0,-0.005144
21/11/2018,01:46.0,58.5,-75.69666917,45.38396211,0.6365,-1.0608,101.8215,40.695652,10.365217,9.321739,989.2811,0,0
21/11/2018,01:54.0,58.5,-75.69666917,45.38396211,2.2853,-3.887,102.2648,9.73913,-13.913043,0.626087,989.2718,0.005144,0.005144
21/11/2018,02:02.0,58.3999939,-75.69666917,45.38396211,0.8738,-2.6221,102.1253,27.269566,0.208696,6.747826,989.2921,0.005144,0.005144
21/11/2018,02:10.0,58.3999939,-75.69666917,45.38396211,3.0051,-4.08,101.565,39.791306,-9.252174,-2.643478,989.2547,0.005144,0
21/11/2018,02:18.0,58.3999939,-75.69666917,45.38396211,1.7657,-6.191,102.1253,24.486956,-3.33913,10.295652,989.2815,0.005144,0.005144
21/11/2018,02:26.0,58.30000305,-75.69666917,45.38396211,2.4577,-3.688,102.0795,8.904347,0.556522,-26.295652,989.2788,0,0
21/11/2018,02:34.0,57.5,-75.69666917,45.38396211,-78.2295,-168.4154,90.7813,505.878265,563.617371,37.286957,989.2809,0.005144,0
21/11/2018,02:42.0,67.5,-75.69663102,45.383985,30.2584,37.6885,104.2233,-67.269562,38.678261,-163.060867,988.2285,3.657668,2.001172
21/11/2018,02:50.0,96.3999939,-75.69653947,45.38402696,-3.2225,34.6499,103.3842,-230.678268,-242.434784,-38.886955,984.2309,0.133754,0.005144
21/11/2018,02:58.0,120.199997,-75.69640977,45.38407655,50.7938,-31.9203,131.465,220.800003,-5.078261,118.330437,981.1527,1.522742,-0.421841
21/11/2018,03:06.0,116.3000031,-75.69631058,45.38416429,27.7334,18.1388,125.368,-38.191303,-223.513046,-98.643478,981.3416,6.456222,1.702797
21/11/2018,03:14.0,114,-75.69584519,45.38465257,-18.5838,165.369,126.5066,194.782608,-272.765228,-40.486958,981.3904,6.965518,-0.637905
21/11/2018,03:22.0,111.8000031,-75.69505936,45.38446565,5.5983,33.2245,127.8266,209.600006,-337.113037,-112.069565,981.3348,9.301075,0.025722
21/11/2018,03:30.0,110,-75.6942125,45.38415666,24.0688,-27.3106,124.5471,-208.556519,-551.373901,27.33913,982.145,8.786635,-0.123465
21/11/2018,03:38.0,109.1000061,-75.69340378,45.38387437,-13.8645,67.2906,123.4602,-33.878262,450.643463,125.078262,982.624,8.910101,0.144043
21/11/2018,03:46.0,108.3999939,-75.69254166,45.38360353,-2.1631,68.7214,126.7217,-5.913043,-132.869568,-18.226088,982.182,9.218765,0.015434
21/11/2018,03:54.0,108.6000061,-75.69167954,45.38331743,-5.6034,38.0743,121.7883,103.791306,-36.730434,-42.017391,982.32,8.889524,0
21/11/2018,04:02.0,109.6000061,-75.69083268,45.38302751,7.0467,-49.8624,124.3007,-247.930435,-486.747833,-207.026093,982.65,9.018134,-0.010288
21/11/2018,04:10.0,109.6000061,-75.68998582,45.38275667,-43.1046,27.7343,123.6901,97.321739,-72,-244.730438,982.88,9.115876,0.015433
21/11/2018,04:18.0,109.8999939,-75.68912369,45.38249727,12.0022,34.9342,124.8409,5.286956,-410.295654,-113.252174,982.108,9.054144,0
21/11/2018,04:26.0,110.3999939,-75.68827683,45.38223024,3.8958,-48.0186,124.2937,242.156525,-96.347824,-116.660866,982.1476,9.054144,0
21/11/2018,04:34.0,110.3999939,-75.68742234,45.38196702,-35.1776,154.9928,123.8453,-178.226089,-306.573914,78.95652,982.1254,8.987266,0.092598
21/11/2018,04:42.0,110.699997,-75.68656022,45.38170762,-38.7919,-170.1338,124.8664,35.61739,-344,-138.08696,982.2176,9.162176,-0.020578
21/11/2018,04:50.0,111.699997,-75.68572098,45.38147111,10.3205,-41.4778,122.7352,98.226089,-90.295654,23.930435,982.209,8.9564,-0.005145
21/11/2018,04:58.0,113.1000061,-75.68537003,45.38139863,-26.7955,-57.7004,79.5698,72.556519,-347.96521,216.13913,982.1054,0.015433,0.005144
21/11/2018,05:06.0,112.8000031,-75.68554551,45.38151307,-6.9361,44.6374,62.7447,-190.747833,113.460869,-149.147827,982.67,4.578516,0.185198
21/11/2018,05:14.0,112.3999939,-75.68583542,45.38182969,-6.4784,-102.2535,64.7908,309.217377,-471.026093,-106.365219,982.1524,5.473642,0.087455
21/11/2018,05:22.0,112.5,-75.68605668,45.38220353,1.742,45.0295,65.5175,-60.104347,400.834778,20.034782,982.2064,5.571385,0.036011
21/11/2018,05:30.0,112.8000031,-75.68635422,45.38257737,2.4574,-60.7555,64.6388,-183.443481,509.008698,180.03479,982.1597,6.265879,0.164621
21/11/2018,05:38.0,113.199997,-75.68669755,45.38296266,-5.0103,-128.4693,61.2117,-30.81739,-625.878235,-46.678261,982.1707,5.946927,-0.154332
21/11/2018,05:46.0,113.8999939,-75.68712479,45.3833098,-9.1036,-132.1196,60.8759,-300.382599,426.086945,-85.078262,982.195,7.428513,0.344674
21/11/2018,05:54.0,113.8999939,-75.68759019,45.38374086,-5.2229,40.9071,62.8311,48.13913,259.130432,55.930435,982.2074,7.258748,-0.030867
21/11/2018,06:02.0,114.1000061,-75.68798691,45.38413377,-16.0422,42.862,62.7447,176.973907,385.113037,89.808693,982.2466,6.34819,-0.010289
21/11/2018,06:10.0,113.8999939,-75.68832261,45.38448472,-11.3379,75.4321,64.1197,-172.521744,354.573914,31.443478,982.2645,5.453064,-0.005144
21/11/2018,06:18.0,114.199997,-75.68863541,45.38480897,9.0434,64.3472,62.7208,-104.695656,766.191284,-227.199997,982.2953,5.802883,-0.010289
21/11/2018,06:26.0,114.3999939,-75.6890474,45.38514848,-20.0919,-14.5632,63.2749,51.61739,-183.513046,-58.086956,982.3024,6.373912,0.010289
21/11/2018,06:34.0,114.3999939,-75.6894365,45.3854918,0.5547,-98.368,64.7045,-58.086956,-355.408691,-115.965218,982.2721,5.772017,-0.010289
21/11/2018,06:42.0,114.199997,-75.68973405,45.38580842,-20.1007,47.6739,65.5416,2.782609,251.895645,74.365219,982.3283,4.774003,-0.005145
21/11/2018,06:50.0,114.3000031,-75.6900087,45.38610215,-11.8668,43.8419,64.7708,-341.495667,407.304352,70.81739,982.3242,4.938624,0.216065
21/11/2018,06:58.0,115,-75.69025284,45.38633867,-0.3478,-129.15,88.5524,-61.913044,-92.243477,-11.269566,983.1,0.056588,-1.142057
21/11/2018,07:06.0,115.699997,-75.69025284,45.38632341,-7.0523,33.4272,149.4326,50.086956,110.052177,236.800003,982.3774,0.010289,0
21/11/2018,07:14.0,115.3000031,-75.69022996,45.38632341,-26.7606,-55.9208,80.1621,59.686958,80.347824,411.547821,982.3903,0.324097,-0.185198
21/11/2018,07:22.0,114.6000061,-75.69029099,45.38625856,-32.3551,-157.9529,98.4147,157.704346,132.243484,145.530441,983.1506,2.350991,-0.195487
21/11/2018,07:30.0,114.199997,-75.69010789,45.38636155,22.2615,-31.6681,143.2478,414.121735,-188.104355,175.721741,983.598,1.178068,-1.36841
21/11/2018,07:38.0,114.1000061,-75.69001633,45.38610215,-19.2414,-22.2242,145.4232,31.791304,-294.608704,-118.400002,983.113,5.746295,-0.586462
21/11/2018,07:46.0,114.199997,-75.68983323,45.38598008,-16.7026,42.9417,137.7018,-353.460876,101.634781,-301.634796,983.82,3.863445,1.229512
21/11/2018,07:54.0,114,-75.68991715,45.38575883,-8.8908,-60.2116,64.0645,-80.278259,154.573914,91.756523,983.738,3.364438,0.416696
21/11/2018,08:02.0,113.3000031,-75.69019181,45.38611741,-11.8021,-43.8012,66.7493,150.747833,-300.03479,-126.678261,983.825,6.312179,-0.025722
21/11/2018,08:10.0,113.3999939,-75.69055802,45.38653322,9.2648,44.3119,66.4183,-16.486956,584.13916,169.252167,983.667,6.914073,-0.241787
21/11/2018,08:18.0,112.8999939,-75.69092423,45.38684221,-12.7847,57.0617,66.9998,83.965218,-205.078262,-47.721741,983.1573,5.417053,0.113176
21/11/2018,08:26.0,112.8999939,-75.6913057,45.38717027,-14.6427,43.2206,67.4447,-147.478256,276.730438,29.565218,983.1935,6.322468,0.231498
21/11/2018,08:34.0,113.199997,-75.69184739,45.38749452,22.0534,-66.6377,65.9356,-277.634796,365.913055,57.808697,983.1637,6.703153,-0.200632
21/11/2018,08:42.0,113.1000061,-75.6923433,45.38780351,-14.048,43.3639,74.2836,319.582611,-241.808701,-102.469566,983.1461,5.83375,-0.565884
21/11/2018,08:50.0,112.8999939,-75.69271714,45.38799043,-9.1104,44.3363,65.6276,124.800003,-215.791306,-32.347828,983.2546,4.655682,0.262365
21/11/2018,08:58.0,113.6000061,-75.6929918,45.38834138,24.3593,-24.559,67.2442,200.834778,-25.043478,-11.756522,983.2396,5.463353,-0.159477
21/11/2018,09:06.0,114,-75.69328934,45.38864274,-8.8023,78.3413,66.8221,174.469559,-147.339127,-73.808693,983.2215,5.123822,0.020578
21/11/2018,09:14.0,114.1000061,-75.69367081,45.3889441,-2.1493,24.0277,62.491,75.130432,-512.486938,-91.965218,983.289,5.509652,0.087455
21/11/2018,09:22.0,114.8000031,-75.69402177,45.38923402,-21.533,116.8581,64.9325,169.94783,-335.234772,-182.399994,983.1771,4.93348,-0.010289
21/11/2018,09:30.0,115.3000031,-75.69436509,45.38950486,-3.6031,53.5534,60.5725,56.278259,-215.443481,6.608696,983.2145,5.756583,0.267509
21/11/2018,09:38.0,115.3000031,-75.69473893,45.38982911,-41.3706,20.5234,67.1853,285.495667,375.234772,223.513046,983.2701,5.638262,-0.108032
21/11/2018,09:46.0,115.699997,-75.6951738,45.39008088,1.1971,-62.8305,74.7449,248,29.07826,15.304348,983.2139,5.602252,-0.097743
21/11/2018,09:54.0,116.1000061,-75.69570023,45.39012285,-17.9816,-108.2716,101.8301,338.713043,-272.486969,-6.469565,983.2455,4.717415,-0.324097
21/11/2018,10:02.0,115.8999939,-75.69609696,45.38999315,9.5731,44.262,138.6782,15.513043,-134.608688,22.191305,983.2627,4.465339,0.020578
21/11/2018,10:10.0,114.8999939,-75.69633347,45.38971467,5.5385,-7.654,147.9769,-21.843479,-87.582611,31.443478,983.3461,4.882035,0.08231
21/11/2018,10:18.0,114.8000031,-75.69618851,45.38926072,7.6568,-80.6591,119.2664,197.286957,-135.026093,-32.695652,983.4013,8.14873,-0.025722
21/11/2018,10:26.0,115.699997,-75.69540269,45.38895936,2.8519,-44.9291,114.2387,-79.304344,137.321732,132.869568,983.3225,9.347375,0.087455
21/11/2018,10:34.0,116.1000061,-75.69448716,45.38901658,-19.4068,-68.8949,100.6244,-105.18261,324.939117,297.530426,983.3198,9.17761,0.025722
21/11/2018,10:42.0,116.199997,-75.6939531,45.38944001,-26.045,-59.5679,71.7108,-205.495651,-59.130436,-50.086956,983.3114,6.471655,-0.90027
21/11/2018,10:50.0,115.699997,-75.69414384,45.38964982,-44.8411,-149.9084,70.9249,155.199997,-408.20871,-17.460869,983.3017,3.374726,0.277798
21/11/2018,10:58.0,115.199997,-75.69449479,45.38973375,-18.9279,63.862,79.6952,114.156525,-242.295654,66.504349,983.3338,3.323282,-0.030866
21/11/2018,11:06.0,115.3000031,-75.69487626,45.38974901,2.5417,-42.9166,117.1981,-0.834783,-214.469559,225.878265,983.3934,3.889166,0.102888
21/11/2018,11:14.0,115.1000061,-75.69526536,45.38956208,-24.5093,64.0815,137.1705,-167.304352,-373.495667,-117.356522,983.3941,4.686548,-0.025722
21/11/2018,11:22.0,114.699997,-75.69548661,45.38922639,17.739,-47.2564,136.7053,251.686951,470.539124,154.782608,983.3358,6.04467,0.169765
21/11/2018,11:30.0,114.3000031,-75.69525773,45.38872285,-3.6541,38.9193,121.373,302.747833,110.747826,-143.930435,983.4008,8.904956,0.144043
21/11/2018,11:38.0,115.5,-75.69437272,45.38857789,-23.8762,63.7838,91.8524,-13.773913,162.226089,185.460876,983.3597,9.162176,-0.108033
21/11/2018,11:46.0,116,-75.69392258,45.38910432,4.1171,-44.8523,72.6195,241.669571,318.052185,146.852173,983.3536,8.195029,-0.226354
21/11/2018,11:54.0,115.3999939,-75.69414384,45.38952012,1.2671,45.042,77.1523,227.686951,191.721741,3.2,983.3369,4.557938,-0.375541
21/11/2018,12:02.0,115.5,-75.69454819,45.38949724,-15.1956,-127.5754,133.8171,-34.29565,194.08696,54.678261,983.2869,4.038354,0.020578
21/11/2018,12:10.0,114.699997,-75.69472367,45.38913865,-15.0051,52.5389,142.696,60.52174,-22.26087,5.913043,983.3776,6.307035,0.246931
21/11/2018,12:18.0,114.1000061,-75.69462449,45.38861604,15.4156,-45.029,131.8278,59.33913,137.043472,177.321732,983.3464,8.894668,0.38583
21/11/2018,12:26.0,115,-75.69386155,45.38834138,-5.4039,18.0252,92.4701,-208.973907,223.652176,201.808701,984.64,9.0027,-0.015434
21/11/2018,12:34.0,115.699997,-75.69344193,45.38874574,7.6481,-51.827,68.587,225.113037,338.156525,157.286957,983.3649,4.722559,-0.730505
21/11/2018,12:42.0,115.199997,-75.69355637,45.38898988,-31.4054,31.0379,76.7895,-61.565216,-201.530441,37.843479,983.394,3.096929,-0.087455
21/11/2018,12:50.0,114.6000061,-75.69373185,45.38895173,-57.2049,-166.3193,130.3195,-274.504333,-206.608688,-101.147827,984.356,4.732848,1.070035
21/11/2018,12:58.0,114.5,-75.69331223,45.38847871,9.1865,25.7106,142.8355,216.208694,-74.573914,-363.478271,984.844,8.66317,0
21/11/2018,13:06.0,114.1000061,-75.69300706,45.38791795,22.0017,-40.9659,139.4102,-190.121735,-47.234783,86.678261,984.787,8.354505,0.025722
21/11/2018,13:14.0,113.8999939,-75.6927324,45.38744493,-73.6289,165.2323,162.9487,-44.799999,423.165222,128.278259,984.852,4.413895,-0.967147
21/11/2018,13:22.0,113.199997,-75.69288499,45.38722368,-4.8421,-46.7686,142.3524,-144.278259,273.739136,19.617392,984.1605,4.377885,0.550451
21/11/2018,13:30.0,113,-75.69283158,45.38679261,-34.6389,-170.8948,148.2927,-346.295654,-40.278259,-49.599998,984.106,7.222738,0.010289
21/11/2018,13:38.0,113.199997,-75.69270188,45.38636155,-12.0218,-47.2246,142.5998,146.782608,-173.773911,-61.078262,984.1874,5.694851,-0.010289
21/11/2018,13:46.0,114.199997,-75.69250352,45.3859076,-27.1833,144.9839,132.4782,-31.095652,-133.773911,0.973913,984.1301,7.490247,0.308664
21/11/2018,13:54.0,114.6000061,-75.6921373,45.38543458,-18.2352,-59.2811,130.883,-64.278259,-57.530434,5.843478,984.181,7.629145,0.68935
21/11/2018,14:02.0,114.699997,-75.69164139,45.38488145,6.8647,-44.5907,125.9506,20.104347,-602.434753,-29.495651,984.1462,9.702339,0.123465
21/11/2018,14:10.0,115.3999939,-75.69090134,45.38448472,11.8633,68.6646,126.0327,4.104348,-3.826087,166.191299,984.1476,7.567412,-1.409566
21/11/2018,14:18.0,116.199997,-75.69039017,45.3845572,-19.4888,41.8548,76.8836,254.121735,229.773911,40.208694,984.267,6.265879,0.509296
21/11/2018,14:26.0,115.5,-75.69035203,45.38501115,2.0174,0.1121,75.1065,234.434784,23.721739,-50.713043,984.527,5.200988,-0.529874
21/11/2018,14:34.0,114.8000031,-75.69066483,45.38509507,-59.4608,-160.3552,146.5713,-294.817383,-306.226074,-147.339127,984.1217,3.55478,0.25722
21/11/2018,14:42.0,114.199997,-75.69084794,45.38475938,1.4261,74.929,128.3468,300.313049,-246.260864,102.469566,984.1041,6.960373,0.684205
21/11/2018,14:50.0,114.199997,-75.69031388,45.38428636,25.1323,-43.8979,126.8699,92.521736,228.591309,165.495651,984.1144,8.976978,0.036012
21/11/2018,14:58.0,114.6000061,-75.6895662,45.38388963,-29.4479,-37.4947,125.9045,18.086956,157.843475,-65.391304,984.1318,9.018134,0.020578
21/11/2018,15:06.0,115.199997,-75.68877274,45.38353105,46.9102,31.787,126.1354,116.104347,34.643478,206.747833,984.1086,9.115876,-0.036012
21/11/2018,15:14.0,115.5,-75.68797166,45.38319536,-3.8373,72.1401,125.9736,511.86087,252.104355,158.121735,984.139,9.126165,-0.020578
21/11/2018,15:22.0,115.699997,-75.68714768,45.38287111,-36.8248,24.0844,127.5409,-180.243484,142.956528,18.017391,984.128,9.234198,-0.010288
21/11/2018,15:30.0,116,-75.68633134,45.38254686,9.4037,-78.618,125.2303,-276.243469,91.478264,50.573914,984.1232,9.121021,-0.097744
21/11/2018,15:38.0,116.8000031,-75.68552262,45.3822455,-33.8787,-171.8461,137.1866,276.17392,-122.782608,28.799999,984.1689,8.462538,-0.535017
21/11/2018,15:46.0,117.5,-75.68501908,45.38209672,-15.1031,71.1091,114.7924,99.199997,-155.060867,-41.530434,984.912,8.297917,0.771659
21/11/2018,15:54.0,117.6000061,-75.68409592,45.38201661,13.2885,112.21,106.7221,108.660866,135.721741,101.078262,984.296,9.17761,0.025722
21/11/2018,16:02.0,117.8000031,-75.68320328,45.38221116,3.3015,34.1602,92.979,41.113045,-378.504333,9.043478,984.24,9.110732,0.025722
21/11/2018,16:10.0,117.6000061,-75.68265397,45.38272615,15.2334,-137.0964,74.4137,-0.695652,-493.078247,-101.843475,983.3931,8.642592,-0.231498
21/11/2018,16:18.0,116.5,-75.68264634,45.38327928,-20.4758,4.955,66.1398,0.069565,364.730438,281.460876,984.606,6.214435,-0.421841
21/11/2018,16:26.0,116.6000061,-75.68291337,45.38355394,-6.6015,-99.2682,93.3231,-343.026093,226.226089,114.434784,983.4,3.745123,-0.33953
21/11/2018,16:34.0,116.199997,-75.68332535,45.38353105,-0.5166,50.3019,147.812,419.060883,-288.973907,66.573914,984.614,5.185555,0.365252
21/11/2018,16:42.0,114.699997,-75.68366105,45.38321443,7.1392,-43.9126,148.8439,-153.808701,174.817398,89.669563,984.1549,6.152702,0.236642
21/11/2018,16:50.0,114.199997,-75.68379838,45.38273378,1.2216,-101.9573,123.589,-322.156525,497.043488,147.96521,984.791,6.322468,-0.380685
21/11/2018,16:58.0,114.199997,-75.68415696,45.38256212,-22.8773,60.3646,68.4814,189.426086,-240.973907,-162.017395,984.1192,4.259563,0.108032
21/11/2018,17:06.0,115,-75.6845842,45.38272615,27.175,-38.9803,71.215,30.052174,166.608688,27.756521,984.412,5.06209,0.010289
21/11/2018,17:14.0,114.8000031,-75.6850496,45.38294359,-40.5304,130.5673,33.9842,44.869564,101.704346,104.90435,984.458,6.271023,0.946569
21/11/2018,17:22.0,112.3000031,-75.68606431,45.38314958,-5.8467,-44.7027,27.4744,-68.382607,315.82608,-166.469559,983.4013,11.945296,-0.169765
21/11/2018,17:30.0,110.5,-75.68729264,45.38336702,-23.8918,-139.2415,24.4655,-79.026085,-65.669563,30.539131,984.914,12.42887,0.015434
21/11/2018,17:38.0,110.6000061,-75.68842179,45.38356157,-7.5514,10.8683,68.4201,133.217392,-171.686951,100.313042,984.2393,7.464525,-0.766515
21/11/2018,17:46.0,111.1000061,-75.68925339,45.38369508,21.715,147.5553,26.0591,-140.730438,-291.060883,165.008698,984.406,11.127337,0.421841
21/11/2018,17:54.0,109.699997,-75.69042832,45.3838553,-30.8943,-5.9326,23.4876,214.260864,394.713043,-99.965218,984.975,12.94331,0.370396
21/11/2018,18:02.0,109,-75.6916948,45.38396211,-33.5577,123.6523,24.5901,-319.443481,360.347839,-5.913043,984.1142,11.019305,-0.483574
21/11/2018,18:10.0,104.6000061,-75.69283921,45.3840117,0.368,-55.1344,29.0794,69.704346,621.634766,58.573914,985.1141,10.731219,-0.313808
21/11/2018,18:18.0,85.30000305,-75.69399888,45.38409181,-18.3027,5.8313,23.9917,-75.408699,191.373917,7.234783,987.1724,11.6212,-0.17491
21/11/2018,18:26.0,68.30000305,-75.69521195,45.38412614,-35.238,35.3172,10.9442,511.721741,-84.173912,-44.243477,989.2538,13.005044,0.473285
21/11/2018,18:34.0,66.5,-75.69632584,45.38420625,20.8384,49.3673,77.2187,522.991333,219.478256,37.773914,989.3197,1.723374,-3.920033
21/11/2018,18:42.0,69.1000061,-75.69649369,45.38422914,5.6175,-67.6724,81.4883,13.634783,82.782608,-80.834785,989.3214,4.03321,0.318953
21/11/2018,18:50.0,69.6000061,-75.69673783,45.38425584,-3.7386,-67.5735,87.2234,-46.330433,-72.069565,-194.156525,989.3638,0.030866,-0.910559
21/11/2018,18:58.0,62.80000305,-75.69688279,45.38410707,-25.4683,30.2645,91.853,299.269562,-177.182602,-100.521736,990.334,1.862273,-0.509296
21/11/2018,19:06.0,56.19999695,-75.69677598,45.38399644,21.0005,-54.8273,94.8049,-163.478256,-281.460876,-43.47826,991.255,1.687363,-0.272653
21/11/2018,19:14.0,55.1000061,-75.69669968,45.38397737,-21.9535,-0.8319,73.1549,250.782608,-85.147827,3.33913,991.3124,0.931136,0.349819
21/11/2018,19:22.0,54,-75.69669205,45.38396974,-1.0283,-68.9385,87.5998,95.582611,2.713043,-11.2,991.3588,0.015433,0.005144
21/11/2018,19:30.0,53.8999939,-75.69669205,45.38396974,3.7243,-6.0071,106.5044,15.860869,-31.026087,-15.373913,992.218,0,0
